Video,mos_j,sos_j,ref,name,bitladder,resolution,bitrate,orientation,framerate,content_name,height,width
84ad2898c47a8b55a7725e3c96b2d8bc,20.52920446832604,3.364886765563763,0,360p_0.2M_#Files_Nov4_PXL_20221208_054645522_0_7.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,Files_Nov4_PXL_20221208_054645522_0_7.mp4,360,640
754355dc0e0d491df5028a3337a12d51,20.5915186803478,2.6452248348257985,0,360p_0.2M_#Files_Nov12_20220627_121800000_iOS_0_6.mp4,360p_0.2M_,360p,0.2M,Landscape,29.871,Files_Nov12_20220627_121800000_iOS_0_6.mp4,360,640
0785bce6561e5f65a164054ff7915ae8,20.708191591563995,2.879675281599024,0,1080p_0.5M_#Files_Jan15_PXL_20240104_061919041_0_9.mp4,1080p_0.5M_,1080p,0.5M,Portrait,30.0,Files_Jan15_PXL_20240104_061919041_0_9.mp4,1920,1080
cf557e6c2b8b9baf507c0235434bb6ae,20.7774598580329,2.790798181038745,0,1080p_0.5M_#Files_Nov12_IMG_0532_4_14.mp4,1080p_0.5M_,1080p,0.5M,Landscape,29.847,Files_Nov12_IMG_0532_4_14.mp4,1080,1920
ea55ffbe6c742efdd276cf34a4109225,20.785349044983743,2.457405626596872,0,360p_0.2M_#Files_Oct30_IMG_4050_0_7.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,Files_Oct30_IMG_4050_0_7.mp4,360,640
751eb0f96ea90cea6c38a4076da93935,20.93315927999928,2.799647599935216,0,360p_0.2M_#Files_Nov4_PXL_20230301_020602346_12_22.mp4,360p_0.2M_,360p,0.2M,Landscape,29.884,Files_Nov4_PXL_20230301_020602346_12_22.mp4,360,640
d412dd72f1e912e8a06ba87172421312,20.95354411661075,2.3357416098644235,0,360p_0.2M_#Files_Dec11_PXL_20231211_033303166_0_9.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,Files_Dec11_PXL_20231211_033303166_0_9.mp4,640,360
612f5a827b94460938da1abdad374d61,21.12672763737614,3.221521275080532,0,360p_0.2M_#Files_Dec19_PXL_20231213_084804193_5_15.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,Files_Dec19_PXL_20231213_084804193_5_15.mp4,360,640
0c5ef81135128c30f2f73e31fcc65f37,21.23575867345449,3.537105767185252,0,360p_0.2M_#Files_Nov19_PXL_20231118_031652299_0_6.mp4,360p_0.2M_,360p,0.2M,Landscape,25.311,Files_Nov19_PXL_20231118_031652299_0_6.mp4,360,640
e958639bfb3e41180c803b20c7ba44ce,21.281600484675817,3.8982086263347,0,360p_0.2M_#Files_Oct30_IMG_1163_0_5.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,Files_Oct30_IMG_1163_0_5.mp4,360,640
8a57f1549f506966cc22c6f2da3a0c96,21.314285840997645,2.74015804518242,0,360p_0.2M_#Files_Dec5_PXL_20231205_134358816_0_7.mp4,360p_0.2M_,360p,0.2M,Landscape,29.695,Files_Dec5_PXL_20231205_134358816_0_7.mp4,360,640
d55d145156ef3c0e93292160dd9d6466,21.540167993126367,3.302156491682786,0,1080p_0.5M_#Files_Dec20_PXL_20231217_054016171_0_7.mp4,1080p_0.5M_,1080p,0.5M,Portrait,30.0,Files_Dec20_PXL_20231217_054016171_0_7.mp4,1920,1080
8a53cbdfe066e90af1362db947bd298a,21.58324783617258,2.9046892674870324,0,360p_0.2M_#Files_Dec19_PXL_20231213_084741792_2_12.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,Files_Dec19_PXL_20231213_084741792_2_12.mp4,360,640
48f9bab45ba17965c110f8b44ce91af4,21.649985742948857,3.485506731409421,0,1080p_0.5M_#Files_Nov4_PXL_20221223_063157100_5_15.mp4,1080p_0.5M_,1080p,0.5M,Landscape,30.0,Files_Nov4_PXL_20221223_063157100_5_15.mp4,1080,1920
850b83d83bee59365a02d27d56bba4dc,21.764715326562907,3.141240687412408,0,360p_0.2M_#Files_Nov9_IMG_6621_173_183.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,Files_Nov9_IMG_6621_173_183.mp4,360,640
e4f559248e76633df2815388b9356e04,21.767661706519664,2.876424058049225,0,720p_0.5M_#Files_Nov4_PXL_20230301_044524068_0_10.mp4,720p_0.5M_,720p,0.5M,Landscape,29.97,Files_Nov4_PXL_20230301_044524068_0_10.mp4,720,1280
17abd704d1b9b25d2e26605a08667920,21.773550175248943,2.618451637806025,0,360p_0.2M_#Files_Oct30_IMG_0931_1_11.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,Files_Oct30_IMG_0931_1_11.mp4,360,640
bdf702249603c761ef55aa6abf34c120,21.865920210207737,2.4085480710353586,0,360p_0.2M_#Files_Nov8_IMG_6183_18_28.mp4,360p_0.2M_,360p,0.2M,Landscape,59.94,Files_Nov8_IMG_6183_18_28.mp4,360,640
7082c5397142da34c7fb3942339dbd0a,22.04189631094884,2.8885076793366,0,360p_0.2M_#Files_Oct30_IMG_4020_4_14.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,Files_Oct30_IMG_4020_4_14.mp4,360,640
24c94ab14b335cfe43e55e424a1da582,22.04668873097585,2.739221668613568,0,1080p_0.5M_#Files_Dec19_PXL_20231212_001556221_0_10.mp4,1080p_0.5M_,1080p,0.5M,Portrait,30.0,Files_Dec19_PXL_20231212_001556221_0_10.mp4,1920,1080
2e149a680b48de40bab8ed4e3f8a3864,22.104287500592545,2.733653249783563,0,360p_0.2M_#Files_Nov12_20231001_044109000_iOS_3_13.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,Files_Nov12_20231001_044109000_iOS_3_13.mp4,640,360
6d8ddba393feed8334bf584752d6e0fc,22.24403331621019,2.90099453510964,0,360p_0.2M_#Files_Nov9_IMG_6622_11_21.mp4,360p_0.2M_,360p,0.2M,Landscape,29.802,Files_Nov9_IMG_6622_11_21.mp4,360,640
a9d5d2cd64095ce835d1787132676f6a,22.24454825800873,3.6025352398373784,0,360p_0.2M_#Files_Nov12_20220629_102757000_iOS_0_6.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,Files_Nov12_20220629_102757000_iOS_0_6.mp4,360,640
a5416f887f94f33b3d288f03cc4dae6b,22.24610114914018,3.0653627666137795,0,360p_0.2M_#Files_Oct30_IMG_0938_31_41.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,Files_Oct30_IMG_0938_31_41.mp4,360,640
da8db6f62a8f2c6c28c277afcc72e66f,22.302075654389107,3.59283616021169,0,1080p_0.5M_#Files_Oct30_IMG_3815_15_25.mp4,1080p_0.5M_,1080p,0.5M,Portrait,28.975,Files_Oct30_IMG_3815_15_25.mp4,1920,1080
49fe0c83f4749d1dae9cfc02fed42023,22.37903192110294,3.1746425865711605,0,1080p_0.5M_#Files_Oct30_IMG_1605_4_14.mp4,1080p_0.5M_,1080p,0.5M,Portrait,29.97,Files_Oct30_IMG_1605_4_14.mp4,1920,1080
46de920bfc8bac5e33a751f415db2dea,22.4010584256689,3.3349165427222807,0,360p_0.2M_#Files_Jan15_PXL_20240108_053002824 2024-01-14 03_1_11.mp4,360p_0.2M_,360p,0.2M,Portrait,120.0,Files_Jan15_PXL_20240108_053002824 2024-01-14 03_1_11.mp4,640,360
07f54a9be41dab470bdce3e2b1094d9c,22.410496360626908,2.609630137933938,0,360p_0.2M_#Files_Nov4_PXL_20230701_003302375_0_5.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,Files_Nov4_PXL_20230701_003302375_0_5.mp4,360,640
13583c13c7485ff0972bd0385d16d92a,22.58514236586884,3.9669742748187375,0,360p_0.2M_#Files_Nov8_IMG_4495_3_13.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,Files_Nov8_IMG_4495_3_13.mp4,640,360
3b4b42306b5948e4addbf788286d9150,22.708744257787423,2.7295193255959305,0,360p_0.2M_#Files_Oct30_IMG_6139_0_5.mp4,360p_0.2M_,360p,0.2M,Portrait,25.0,Files_Oct30_IMG_6139_0_5.mp4,640,360
043362ce261e3704d3e3a5837bdc7dbe,22.73350956698416,2.9119865828959703,0,1080p_0.5M_#Files_Jan15_PXL_20240108_053002824 2024-01-14 03_1_11.mp4,1080p_0.5M_,1080p,0.5M,Portrait,120.0,Files_Jan15_PXL_20240108_053002824 2024-01-14 03_1_11.mp4,1920,1080
7334d4219b9bb0ab7d646569de943801,22.78072614531424,3.3802373173383176,0,360p_0.2M_#Files_Oct30_IMG_4085_14_24.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,Files_Oct30_IMG_4085_14_24.mp4,360,640
f507551e98ec3a3fb53031e84ca2c192,22.87562733278105,2.539706086433653,0,1080p_0.5M_#Files_Dec11_PXL_20231211_033303166_0_9.mp4,1080p_0.5M_,1080p,0.5M,Portrait,30.0,Files_Dec11_PXL_20231211_033303166_0_9.mp4,1920,1080
f475a2b736908860af65556f402b6f8f,22.88597044273941,2.9522760803855683,0,360p_0.2M_#Files_Nov4_IMG_5947_1_11.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,Files_Nov4_IMG_5947_1_11.mp4,360,640
7cb734ba23cdc60540d88618726a5d7b,22.887310036976626,2.459211774808765,0,1080p_0.5M_#Files_Dec11_PXL_20231211_032859933_0_9.mp4,1080p_0.5M_,1080p,0.5M,Portrait,29.97,Files_Dec11_PXL_20231211_032859933_0_9.mp4,1920,1080
917709d339f9b6c7bf2b177d04f5436f,22.90079599315009,3.2944855820830843,0,360p_0.2M_#Files_Nov4_PXL_20230301_031339835_3_13.mp4,360p_0.2M_,360p,0.2M,Portrait,29.789,Files_Nov4_PXL_20230301_031339835_3_13.mp4,640,360
e50d910fc015ea1c6042c9a0a1f0b697,22.91033126190961,2.7448810275751447,0,360p_0.2M_#Files_Nov8_IMG_4496_6_16.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,Files_Nov8_IMG_4496_6_16.mp4,640,360
e8c24d3f50db30d47dd89c2b96446dc0,22.95753726056454,3.13257555930828,0,360p_0.2M_#Files_Oct30_IMG_4049_3_13.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,Files_Oct30_IMG_4049_3_13.mp4,360,640
551940b481bd51b3a9e8f47f7ae9fd82,22.96898124115075,3.234311757713076,0,360p_0.2M_#Files_Dec17_IMG_1092_0_5.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,Files_Dec17_IMG_1092_0_5.mp4,360,640
2590cbb4710cfc9ab316229348251cc5,23.07681409418929,3.182259706065761,0,360p_0.2M_#Files_Oct30_IMG_4920_0_6.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,Files_Oct30_IMG_4920_0_6.mp4,360,640
5ae1e9fd292a5da4bce35e9e3e56818e,23.147976660202563,2.854824280098827,0,360p_0.2M_#Files_Oct30_IMG_3260_1_11.mp4,360p_0.2M_,360p,0.2M,Portrait,29.97,Files_Oct30_IMG_3260_1_11.mp4,640,360
6d34327211c601ee7a41a2854df6ef64,23.17470024414453,3.290488070576919,0,1080p_0.5M_#Files_Nov4_PXL_20230301_031339835_3_13.mp4,1080p_0.5M_,1080p,0.5M,Portrait,29.789,Files_Nov4_PXL_20230301_031339835_3_13.mp4,1920,1080
34a59180874fe5a6da54349a91aee22c,23.3059095921942,3.822640905430859,0,360p_0.2M_#Files_Oct30_IMG_4557_10_20.mp4,360p_0.2M_,360p,0.2M,Portrait,29.97,Files_Oct30_IMG_4557_10_20.mp4,640,360
ec0047abe7f94874895d28446bf637f6,23.33532563462194,2.9760286924649777,0,360p_0.2M_#Files_Nov12_20220502_062810000_iOS_26_36.mp4,360p_0.2M_,360p,0.2M,Portrait,29.97,Files_Nov12_20220502_062810000_iOS_26_36.mp4,640,360
9baa79972340c1b0a7e5af4894118735,23.38051080679031,2.558605492902498,0,720p_0.5M_#Files_Nov12_20220630_065337000_iOS_16_26.mp4,720p_0.5M_,720p,0.5M,Landscape,30.0,Files_Nov12_20220630_065337000_iOS_16_26.mp4,720,1280
d4a8262fac22b38b5407bdafae890219,23.407365272897565,2.14432715011361,0,1080p_0.5M_#Files_Dec20_PXL_20231217_053555363_1_11.mp4,1080p_0.5M_,1080p,0.5M,Portrait,30.0,Files_Dec20_PXL_20231217_053555363_1_11.mp4,1920,1080
e811c6fa8acaa0ed2398d8bad805236e,23.410394665602684,2.95359823886149,0,1080p_0.5M_#Files_Dec19_PXL_20231211_030016479 2023-12-19 12_13_23.mp4,1080p_0.5M_,1080p,0.5M,Portrait,29.97,Files_Dec19_PXL_20231211_030016479 2023-12-19 12_13_23.mp4,1920,1080
646829d29f0b9271d7e81b617340951c,23.45399766924984,2.862746228159422,0,360p_0.2M_#Files_Dec6_IMG_0819_0_9.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,Files_Dec6_IMG_0819_0_9.mp4,640,360
90c5353bdef95f0e924e682f2085adfd,23.496272333053017,2.1779454130342883,0,360p_0.2M_#Files_Dec19_PXL_20231213_073223078_0_7.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,Files_Dec19_PXL_20231213_073223078_0_7.mp4,640,360
5ee14e49145004711f4bd1d504dfb71b,23.52487870663285,2.9806180691157107,0,360p_0.2M_#Files_Oct30_PXL_20231028_050851703_5_15.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,Files_Oct30_PXL_20231028_050851703_5_15.mp4,640,360
d3decbe30681c27844991e1c4c66dd99,23.559611098378205,2.664000466651365,0,360p_0.2M_#Files_Nov12_20220806_113956000_iOS_34_44.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,Files_Nov12_20220806_113956000_iOS_34_44.mp4,360,640
503925762fdad49cad44f26712838399,23.56788501410294,3.786953103863354,0,360p_0.2M_#Files_Nov19_PXL_20231118_035348305_2_12.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,Files_Nov19_PXL_20231118_035348305_2_12.mp4,360,640
412321140ea2d2abd3e8e265cedfb40d,23.57331785376904,2.6873857247998174,0,360p_0.2M_#Files_Nov8_IMG_6182_0_8.mp4,360p_0.2M_,360p,0.2M,Landscape,59.94,Files_Nov8_IMG_6182_0_8.mp4,360,640
a6c688c49ad4a8b9a1c8b2286a956798,23.60896907182304,2.7045704842612808,0,360p_0.2M_#Files_Jan15_PXL_20240106_121636485_0_9.mp4,360p_0.2M_,360p,0.2M,Portrait,120.0,Files_Jan15_PXL_20240106_121636485_0_9.mp4,640,360
1cb688d4c4f43129ed477251afca9510,23.62822935651513,2.838458742976259,0,360p_0.2M_#Files_Oct30_IMG_1736_10_20.mp4,360p_0.2M_,360p,0.2M,Portrait,30.0,Files_Oct30_IMG_1736_10_20.mp4,640,360
b4ebf3bef7768134e6f7a63101663a48,23.79115516081192,2.908768466783217,0,360p_0.2M_#Files_Nov20_IMG_0696_0_6.mp4,360p_0.2M_,360p,0.2M,Landscape,25.964,Files_Nov20_IMG_0696_0_6.mp4,360,640
cf5fba0f093542f1b25f76eef8facb4e,23.80715784184396,3.704087499353647,0,360p_0.2M_#Files_Nov4_IMG_5946_0_9.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,Files_Nov4_IMG_5946_0_9.mp4,360,640
d19db65a31d52e2f3501f756203ff448,23.822820515344016,2.697959191679487,0,360p_0.2M_#Files_Oct30_IMG_3929_4_14.mp4,360p_0.2M_,360p,0.2M,Landscape,29.97,Files_Oct30_IMG_3929_4_14.mp4,360,640
9ecef9757c17b9592d97e94d863f47c8,23.823614331194488,3.0233959852871743,0,720p_0.5M_#Files_Nov4_IMG_5053_8_18.mp4,720p_0.5M_,720p,0.5M,Landscape,29.97,Files_Nov4_IMG_5053_8_18.mp4,720,1280
287bc6a611f1000de65993076a8f3d7a,23.835510217599754,3.624023786985268,0,360p_0.2M_#Files_Dec13_IMG_3956_2_12.mp4,360p_0.2M_,360p,0.2M,Landscape,30.0,Files_Dec13_IMG_3956_2_12.mp4,360,640
3cc224b741ea4f67cd766724430f7601,23.93340567762928,2.7014999185684268,0,1080p_0.5M_#Files_Dec5_PXL_20231205_134358816_0_7.mp4,1080p_0.5M_,1080p,0.5M,Landscape,29.695,Files_Dec5_PXL_20231205_134358816_0_7.mp4,1080,1920
6e88a232e4aac9361fca8b04776882fc,23.943346077370176,2.679741128678986,0,360p_0.2M_#Files_Oct30_IMG_3814_0_10.mp4,360p_0.2M_,360p,0.2M,Portrait,25.0,Files_Oct30_IMG_3814_0_10.mp4,640,360
2af76e14a4aa4b1479184f4d4dcdc954,23.95374755486103,3.872645689672263,0,720p_0.5M_#Files_Oct30_IMG_4543_0_5.mp4,720p_0.5M_,720p,0.5M,Landscape,29.97,Files_Oct30_IMG_4543_0_5.mp4,720,1280
